num_rects,mabo_edge,mabo_ss_fast,mabo_ss_qual
10,0.1769962683621234,0.14747100927527335,0.13348572447069382
30,0.24253224983650679,0.2795694780307853,0.2712123872547173
10,0.1769962683621234,0.14747100927527335,0.13348572447069382
30,0.24253224983650679,0.2795694780307853,0.2712123872547173
50,0.3006996666866726,0.3345462718304076,0.38091004581272214
70,0.3313950171508868,0.3770447868020607,0.3996991743188278
90,0.36666156302536135,0.4477559410950133,0.47132542823673845
110,0.3852783744565996,0.5014854430190099,0.5314100619322724
130,0.4019799194134334,0.5266285877632939,0.5277360617331429
150,0.41887537782303264,0.5938920594305774,0.5671089275214407
170,0.43391200840112826,0.5652885748732323,0.5931392961713223
190,0.4532973901551533,0.5596487878510374,0.5899351982357455
210,0.4565911901188051,0.6074636362183328,0.6095141061723621
230,0.4613339194086642,0.6133539276964524,0.6270974810875318
250,0.46248073632089914,0.6250651508343765,0.6557727247866149
270,0.46642933731433606,0.6266372727942623,0.6870397247021494
290,0.4744128459584869,0.601442260343265,0.6541471143267512
310,0.4837876076524943,0.6430748904351314,0.6406145519107774
330,0.4877217699895107,0.6280573546379999,0.6534043818907019
350,0.49133157012957374,0.6467091794863244,0.6567222532532574
370,0.49549832443844266,0.6794187285752078,0.6546456469983056
390,0.5005474230388022,0.682303708354632,0.6933076277706359
410,0.50445164469201,0.6678490490367989,0.6591723266076417
430,0.5109803027045592,0.6865895268761254,0.6933237321333947
450,0.5138429276586262,0.6823382046846003,0.6958375706205182
470,0.5194580184682426,0.6973396646524567,0.6919627056986678
490,0.5210002120267235,0.6781248903087541,0.702817729751269
510,0.5266399374783917,0.7037400103861989,0.7001952877558912
530,0.5272760877234289,0.7058595003879149,0.7105370305028615
550,0.5314062394189095,0.7027268999331916,0.7033436980165688
570,0.535081107119427,0.689534287571907,0.7296289109435736
590,0.537140681764805,0.7091764509335063,0.736381889349495
610,0.5385017320293131,0.7197155586449928,0.724214626875578
630,0.5385017320293131,0.7142869987557917,0.7064256686805899
650,0.5397132280679311,0.7243220501530405,0.728428594388214
670,0.5460608069312339,0.7153947921523861,0.7305290035469082
690,0.5520355800491533,0.7241176493456161,0.7375724941468706
710,0.5522342974048814,0.7299674970542683,0.7339371724829954
730,0.5531300245922766,0.7311845145989088,0.7451717950791317
750,0.5547694430949253,0.7371057483401954,0.7324441252370286
770,0.5569510341273025,0.7333172425203074,0.7369817959716896
790,0.560339100558189,0.7369683017364516,0.7539930378837524
810,0.561191602215463,0.7401058021168305,0.7238879995844723
830,0.5644556079956832,0.7430035438436308,0.7397433459151024
850,0.5645244116239688,0.7542184380191604,0.7551413817265454
870,0.5663810422438033,0.7516667226451674,0.7520835733148787
890,0.5667119198283729,0.7561158118544061,0.7501886086611966
910,0.5669975891130812,0.7476029617287756,0.7553464018410326
930,0.5712955572622664,0.751845782786413,0.7563991365557403
950,0.5719743173326932,0.7538969145117242,0.7696841016033897
970,0.5732157402243101,0.7647254476843317,0.7578096694432054
990,0.5734658852389046,0.765861431548798,0.760483365358091
1010,0.5734658852389046,0.7574273159005284,0.7620778131142161
1030,0.5741705392967252,0.7575392854907155,0.7560639852581461
1050,0.5743569893574014,0.7628919828631519,0.7578569704255248
1070,0.5743569893574014,0.7551495669978895,0.7737622057861754
1090,0.5748816614519148,0.7637148104804793,0.7620040146961712
1110,0.5748816614519148,0.7697294216452082,0.7580298191379097
1130,0.5757932119737653,0.7680802057880203,0.7555475145056357
1150,0.5764622731841857,0.7701230154333552,0.7718245367902558
1170,0.5793257470763976,0.7684270913102269,0.7673257765894622
1190,0.5801464972069451,0.7686979948180954,0.7679130308970907
1210,0.5802086159756371,0.7749628868399102,0.7717069417105783
1230,0.588548438267965,0.769260289937063,0.7707507650361342
1250,0.591851025936066,0.7731143715677697,0.7580872600997973
1270,0.5919013386140852,0.7770268538294275,0.7616412308605668
1290,0.5935374688278227,0.7764138959544937,0.779280672718497
1310,0.5961892704007283,0.7800724199114282,0.7839899887415319
1330,0.597286592043498,0.7724871121543686,0.7794701551113257
1350,0.597286592043498,0.7744672122297723,0.7829933451172573
1370,0.597286592043498,0.7678112529414932,0.7933357558967242
1390,0.6038111888538389,0.7759163676399032,0.7837717445270688
1410,0.603931752360919,0.7801565240520278,0.7797365496057311
1430,0.6042908004625561,0.7691100405353347,0.7828798876993016
1450,0.6049009549323641,0.7775589766798455,0.7857084519956626
1470,0.6049009549323641,0.7816859836079716,0.7852120230774474
1490,0.6049299359027467,0.7832429852781732,0.7904657517842998
1510,0.6049299359027467,0.7814556176163792,0.7818472043275834
1530,0.6049299359027467,0.7830309266545414,0.7926401628964865
1550,0.6049299359027467,0.7752883115110834,0.7737084465167103
1570,0.6049299359027467,0.7849620845613916,0.7877309819911821
1590,0.6049299359027467,0.7867725712754369,0.791149916666785
1610,0.6049299359027467,0.7849888478416244,0.786063182565122
1630,0.6049299359027467,0.7842326961654464,0.7874581601962545
1650,0.6049299359027467,0.7865482178030451,0.7999480905891244
1670,0.6049299359027467,0.7837984024184982,0.7969946073581972
1690,0.6049299359027467,0.7874469147819321,0.7927348317944148
1710,0.6049299359027467,0.7872170506614486,0.7963745111429614
1730,0.6049299359027467,0.7875835906165878,0.7830010633445253
1750,0.6049299359027467,0.785757384568258,0.796546671741149
1770,0.6049299359027467,0.788860981732412,0.8003747931290296
1790,0.6049709105197512,0.7880884208975274,0.795925869522531
1810,0.6049709105197512,0.789153361985886,0.8001354585114647
1830,0.6049709105197512,0.7885891583261926,0.8050927124257181
1850,0.6049709105197512,0.7883091063000798,0.798356282989184
1870,0.6059499424401842,0.7897922482786615,0.8008450466230805
1890,0.6059499424401842,0.7898070445356805,0.7951866909584969
1910,0.6059499424401842,0.7891980531511743,0.8023425037206389
1930,0.6075973927680574,0.7900136433738509,0.7993913364207823
1950,0.6075973927680574,0.7893488290605981,0.8107236239707549
1970,0.6075973927680574,0.7879055395422419,0.7948334244622124
1990,0.6075973927680574,0.7893173276084702,0.8095895226609474
